[-1, 0, 5, 3, 7, 2, 8, 9, 11, 18]
[-1, 0, 5, 3, 7, 2, 8, 9, 11, 18]
[-1, 0, 5, 3, 7, 2, 8, 9, 11, 18]
[-1, 0, 5, 3, 7, 2, 8, 9, 11, 18]
[-1, 0, 5, 3, 7, 2, 8, 9, 11, 18]
[-1, 0, 3, 5, 7, 2, 8, 9, 11, 18]
[-1, 0, 3, 5, 7, 2, 8, 9, 11, 18]
[-1, 0, 3, 5, 2, 7, 8, 9, 11, 18]
[-1, 0, 3, 5, 2, 7, 8, 9, 11, 18]
[-1, 0, 3, 5, 2, 7, 8, 9, 11, 18]
[-1, 0, 3, 5, 2, 7, 8, 9, 11, 18]
[-1, 0, 3, 5, 2, 7, 8, 9, 11, 18]
[-1, 0, 3, 5, 2, 7, 8, 9, 11, 18]
[-1, 0, 3, 5, 2, 7, 8, 9, 11, 18]
[-1, 0, 3, 5, 2, 7, 8, 9, 11, 18]
[-1, 0, 3, 2, 5, 7, 8, 9, 11, 18]
[-1, 0, 3, 2, 5, 7, 8, 9, 11, 18]
[-1, 0, 3, 2, 5, 7, 8, 9, 11, 18]
[-1, 0, 3, 2, 5, 7, 8, 9, 11, 18]
[-1, 0, 3, 2, 5, 7, 8, 9, 11, 18]
[-1, 0, 3, 2, 5, 7, 8, 9, 11, 18]
[-1, 0, 3, 2, 5, 7, 8, 9, 11, 18]
[-1, 0, 3, 2, 5, 7, 8, 9, 11, 18]
[-1, 0, 2, 3, 5, 7, 8, 9, 11, 18]
[-1, 0, 2, 3, 5, 7, 8, 9, 11, 18]
[-1, 0, 2, 3, 5, 7, 8, 9, 11, 18]
[-1, 0, 2, 3, 5, 7, 8, 9, 11, 18]
[-1, 0, 2, 3, 5, 7, 8, 9, 11, 18]
[-1, 0, 2, 3, 5, 7, 8, 9, 11, 18]
[-1, 0, 2, 3, 5, 7, 8, 9, 11, 18]
[-1, 0, 2, 3, 5, 7, 8, 9, 11, 18]
[-1, 0, 2, 3, 5, 7, 8, 9, 11, 18]
[-1, 0, 2, 3, 5, 7, 8, 9, 11, 18]
[-1, 0, 2, 3, 5, 7, 8, 9, 11, 18]
[-1, 0, 2, 3, 5, 7, 8, 9, 11, 18]
[-1, 0, 2, 3, 5, 7, 8, 9, 11, 18]
[-1, 0, 2, 3, 5, 7, 8, 9, 11, 18]
[-1, 0, 2, 3, 5, 7, 8, 9, 11, 18]
[-1, 0, 2, 3, 5, 7, 8, 9, 11, 18]
[-1, 0, 2, 3, 5, 7, 8, 9, 11, 18]
[-1, 0, 2, 3, 5, 7, 8, 9, 11, 18]
[-1, 0, 2, 3, 5, 7, 8, 9, 11, 18]
[-1, 0, 2, 3, 5, 7, 8, 9, 11, 18]
[-1, 0, 2, 3, 5, 7, 8, 9, 11, 18]
[-1, 0, 2, 3, 5, 7, 8, 9, 11, 18]
[-1, 0, 2, 3, 5, 7, 8, 9, 11, 18]
[-1, 0, 2, 3, 5, 7, 8, 9, 11, 18]
[-1, 0, 2, 3, 5, 7, 8, 9, 11, 18]
[-1, 0, 2, 3, 5, 7, 8, 9, 11, 18]
[-1, 0, 2, 3, 5, 7, 8, 9, 11, 18]
[-1, 0, 2, 3, 5, 7, 8, 9, 11, 18]
[-1, 0, 2, 3, 5, 7, 8, 9, 11, 18]
[-1, 0, 2, 3, 5, 7, 8, 9, 11, 18]
[-1, 0, 2, 3, 5, 7, 8, 9, 11, 18]
[-1, 0, 2, 3, 5, 7, 8, 9, 11, 18]
[-1, 0, 2, 3, 5, 7, 8, 9, 11, 18]
[-1, 0, 2, 3, 5, 7, 8, 9, 11, 18]
